District,Municipality,Parish,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Number of Classic Buildings,Classic buildings with 1 or 2 accommodations,Classic buildings with 3 or more accommodations,Exclusively residential buildings,Buildings with 1 or 2 floors,Buildings with 3 or more floors,Buildings constructed before 1945,Buildings constructed between 1946 and 1980,Buildings constructed between 1981 and 2000,Buildings constructed between 2001 and 2010,Buildings constructed between 2011 and 2021,Buildings needing repairs,Total number of accommodations,Number of family accommodations,Classic family accommodations for habitual residence,Classic family accommodations vacant or for secondary residence,Habitual family accommodations accessible to wheelchairs,Habitual family accommodations with parking,Habitual family accommodations owned by occupants,Habitual family accommodations that are rented,Private household groups,Private household groups with 1 or 2 people,Private household groups with 3 or more people,Number of family units,Family units with children,Total number of individuals,Male individuals,Female individuals,Individuals aged between 0 and 14 years,Individuals aged between 15 and 24 years,Individuals aged between 25 and 64 years,Individuals aged 65 years or more,geom_Length,geom_Area
Coimbra,Oliveira do Hospital,Avô,611,61103,61103001,1,14,114,6110300114,3,3,0,3,3,0,0,2,1,0,0,0,3,3,1,2,0,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,1148.592101,38551.89295
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,24,124,6110100124,21,20,0,21,19,2,4,8,2,7,0,5,21,20,10,10,0,3,6,2,10,8,2,5,1,49,15,34,0,1,10,38,1048.425759,49670.74249
Coimbra,Oliveira do Hospital,Avô,611,61103,61103001,1,16,116,6110300116,13,13,0,13,11,2,0,9,4,0,0,1,14,14,2,12,0,1,2,0,2,0,2,2,2,9,5,4,2,2,4,1,1218.139493,49466.98332
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,25,125,6110100125,13,13,0,13,11,2,6,0,7,0,0,4,13,13,10,3,0,1,5,4,10,3,7,9,5,29,14,15,3,5,18,3,500.5592633,9409.809196
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,26,126,6110100126,21,21,0,21,21,0,15,3,0,3,0,15,21,21,3,18,0,0,2,1,3,2,1,1,0,5,1,4,0,0,1,4,354.9116272,3436.551523
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,32,132,6110100132,13,13,0,13,10,3,0,0,4,5,4,0,13,13,3,10,2,3,3,0,3,2,1,4,1,10,6,4,2,0,6,2,5410.475893,1154642.403
Coimbra,Oliveira do Hospital,Alvoco das Várzeas,611,61102,61102001,1,19,119,6110200119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4605.673384,1027296.889
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,25,125,6112600125,37,37,0,37,18,19,14,8,10,4,1,34,37,37,9,28,4,6,5,2,9,7,2,7,1,19,12,7,1,1,8,9,5902.618737,675663.9155
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,26,126,6112600126,17,16,1,17,8,9,11,2,2,2,0,12,19,19,7,12,2,0,3,4,7,7,0,3,0,10,6,4,0,0,7,3,611.2734222,18460.05059
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61111,61111002,2,1,201,6111100201,5,5,0,5,3,2,0,3,2,0,0,0,6,6,3,3,1,3,2,1,3,1,2,3,1,9,2,7,1,0,3,5,712.0844271,10772.99575
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,27,127,6112600127,8,8,0,8,2,6,1,5,0,1,1,4,8,8,3,5,0,3,1,0,3,1,2,3,1,11,5,6,0,1,4,6,961.2492471,41135.40008
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,28,128,6112600128,11,11,0,11,7,4,3,3,2,3,0,8,12,12,5,7,1,5,3,1,5,4,1,3,1,9,3,6,1,0,3,5,324.060166,6531.443749
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61111,61111002,2,2,202,6111100202,23,22,1,23,21,2,0,3,12,8,0,1,28,28,16,12,6,12,11,3,16,8,8,12,7,42,21,21,4,6,21,11,2282.675021,187594.5912
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,30,130,6112600130,3,3,0,3,1,2,0,1,2,0,0,3,3,3,2,1,0,2,2,0,2,1,1,1,0,4,1,3,0,0,0,4,3514.855301,335499.6716
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61125,61125001,1,4,104,6112500104,4,4,0,4,1,3,2,0,1,1,0,0,4,4,2,2,0,2,2,0,2,2,0,2,0,4,2,2,0,0,2,2,1721.807957,66007.36269
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,31,131,6112600131,8,8,0,8,2,6,0,0,8,0,0,2,9,9,7,2,6,7,7,0,7,2,5,8,3,22,11,11,1,2,12,7,361.1265426,7808.21231
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,5,105,6112500105,25,25,0,25,10,15,4,13,3,5,0,7,25,25,16,9,4,9,12,3,16,12,4,12,2,34,14,20,1,5,17,11,563.2466869,13005.92425
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,34,134,6112500134,39,39,0,39,38,1,1,30,8,0,0,0,40,40,19,21,4,1,13,5,19,15,4,12,5,38,17,21,5,2,17,14,284.6635705,4132.020015
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61111,61111001,1,11,111,6111100111,29,27,2,29,11,18,1,3,20,5,0,2,55,55,41,14,10,38,36,2,41,22,19,32,15,100,54,46,15,7,59,19,2492.993499,370918.2357
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,41,141,6112500141,13,13,0,13,13,0,5,6,2,0,0,0,13,13,7,6,3,6,6,0,7,6,1,5,0,14,9,5,0,0,7,7,2973.818799,168758.2042
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111002,2,23,223,6111100223,14,14,0,14,6,8,5,3,2,4,0,7,14,14,4,10,0,1,3,0,4,3,1,2,0,7,6,1,0,0,5,2,1934.066642,227637.0607
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111001,1,21,121,6111100121,9,9,0,9,7,2,0,1,4,4,0,0,9,9,8,1,3,7,6,0,8,4,4,7,3,19,11,8,0,3,14,2,1263.30963,70653.33028
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111001,1,22,122,6111100122,19,19,0,19,16,3,0,1,10,7,1,0,21,21,20,1,10,20,19,0,20,8,12,22,11,62,29,33,11,5,40,6,3394.03133,423808.8801
Coimbra,Arganil,Vila Cova de Alva e Anseriz,611,61126,61126001,1,6,106,6112600106,2,2,0,2,2,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486.51933,390178.1379
Coimbra,Oliveira do Hospital,Avô,611,61103,61103001,1,18,118,6110300118,14,14,0,14,12,2,0,10,2,2,0,0,15,15,9,6,1,5,8,0,9,7,2,6,1,18,9,9,1,1,11,5,599.9314457,12501.47628
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61103,61103001,1,19,119,6110300119,21,20,0,20,17,4,1,8,6,4,2,1,22,22,12,10,1,2,9,2,12,9,3,8,3,24,10,14,3,3,14,4,3879.248997,385753.2433
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,27,127,6110100127,54,54,0,54,51,3,9,19,12,13,1,26,55,55,21,34,1,5,14,4,21,12,9,14,7,50,22,28,5,6,30,9,1234.900417,66542.46086
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,28,128,6110100128,5,5,0,5,5,0,0,5,0,0,0,0,5,5,3,2,0,1,1,2,3,2,1,2,1,6,3,3,1,1,2,2,336.4443886,4760.894103
Coimbra,Oliveira do Hospital,Avô,611,61103,61103001,1,20,120,6110300120,20,19,1,20,16,4,1,4,12,1,2,0,24,24,14,10,8,9,11,3,14,6,8,11,7,36,20,16,4,5,23,4,1565.327223,103821.3531
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,29,129,6110100129,2,2,0,2,0,2,0,1,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7265.090981,948494.8876
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,30,130,6110100130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756.668714,388097.7039
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,31,131,6110100131,26,26,0,26,13,13,0,13,12,1,0,6,27,27,13,14,1,7,12,1,13,10,3,8,1,25,10,15,1,2,2,20,4567.023733,541684.6713
Coimbra,Seia,Vide e Cabeça,611,61115,61115001,1,6,106,6111500106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848.579914,956798.5715
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61109,61109001,1,25,125,6110900125,9,9,0,9,9,0,0,0,5,4,0,1,10,10,5,4,4,4,5,0,6,4,2,3,2,12,4,8,0,3,8,1,4260.235189,802370.5116
Coimbra,Seia,Vide e Cabeça,611,61115,61115001,1,7,107,6111500107,34,34,0,34,22,12,18,8,6,2,0,17,34,34,10,24,3,3,9,0,10,8,2,9,2,22,10,12,0,2,7,13,3621.34036,379191.0214
Coimbra,Oliveira do Hospital,Lourosa,611,61109,61109001,1,27,127,6110900127,10,10,0,10,10,0,0,0,7,3,0,6,10,10,6,4,2,3,5,0,6,4,2,4,1,12,4,8,0,1,7,4,1505.242927,92166.93039
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,12,112,6112500112,15,15,0,15,15,0,3,10,2,0,0,1,16,16,7,9,1,2,6,0,7,3,4,5,2,16,6,10,1,1,8,6,421.1873804,4072.219379
Coimbra,Seia,Vide e Cabeça,611,61115,61115001,1,10,110,6111500110,28,28,0,28,20,8,10,10,5,3,0,12,30,30,10,20,0,2,9,0,10,6,4,7,2,22,13,9,3,0,11,8,5218.307344,361448.0775
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,22,122,6112500122,14,14,0,14,13,1,0,10,4,0,0,1,14,14,5,9,0,1,5,0,5,5,0,2,1,8,2,6,0,2,3,3,1214.006096,55424.94638
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,32,132,6112500132,9,9,0,9,9,0,0,5,4,0,0,0,9,9,3,6,1,2,3,0,3,1,2,3,1,9,5,4,2,0,3,4,5515.98665,702876.452
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111002,2,19,219,6111100219,16,16,0,16,14,2,0,6,10,0,0,2,17,17,12,5,5,8,11,0,12,6,6,8,6,30,14,16,1,6,15,8,2873.859439,397136.9368
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111001,1,10,110,6111100110,18,18,0,18,13,5,0,2,8,8,0,2,19,19,13,6,5,11,12,0,13,5,8,14,8,39,21,18,8,3,21,7,2589.089877,232074.6623
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,33,133,6112500133,22,22,0,22,22,0,2,20,0,0,0,0,22,22,7,15,1,2,7,0,7,6,1,3,0,11,3,8,0,0,3,8,304.2290187,4958.75993
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,42,142,6112500142,1,1,0,1,1,0,0,1,0,0,0,0,2,2,2,0,0,2,2,0,2,2,0,2,0,4,2,2,0,0,2,2,1725.575405,128754.0539
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111001,1,23,123,6111100123,12,12,0,12,10,2,0,0,10,2,0,0,12,12,10,2,5,9,10,0,10,6,4,9,5,26,11,15,5,3,13,5,1990.739277,101470.0599
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,43,143,6112500143,19,19,0,19,19,0,2,9,6,2,0,0,21,21,14,6,7,10,12,1,15,10,5,9,6,34,17,17,5,5,17,7,8994.387207,1301865.893
Coimbra,Oliveira do Hospital,São Gião,611,61115,61115001,1,27,127,6111500127,16,16,0,16,13,3,0,8,6,0,2,4,16,16,10,6,5,9,9,1,10,8,2,5,2,17,8,9,1,2,7,7,3117.995313,220367.5361
Coimbra,Oliveira do Hospital,Oliveira do Hospital e São Paio de Gramaços,611,61124,61124002,2,7,207,6112400207,30,29,1,30,27,3,7,19,4,0,0,27,34,34,18,16,2,8,11,5,18,11,7,16,6,44,23,21,3,6,23,12,2224.702941,205561.5109
Coimbra,Oliveira do Hospital,Oliveira do Hospital e São Paio de Gramaços,611,61124,61124002,2,8,208,6112400208,38,38,0,38,30,8,2,27,7,2,0,27,38,38,17,21,3,2,15,1,17,7,10,12,4,45,23,22,6,2,29,8,436.1521624,9433.71905
Coimbra,Oliveira do Hospital,Oliveira do Hospital e São Paio de Gramaços,611,61124,61124001,1,18,118,6112400118,41,37,4,41,23,18,0,4,30,7,0,0,60,60,48,12,13,46,40,5,48,24,24,42,22,129,70,59,20,13,69,27,1505.051234,75343.6054
Coimbra,Oliveira do Hospital,Oliveira do Hospital e São Paio de Gramaços,611,61124,61124002,2,9,209,6112400209,22,22,0,22,18,4,2,11,7,2,0,17,22,22,6,16,1,4,4,1,6,3,3,4,1,13,6,7,0,1,6,6,423.1796392,5358.341527
Coimbra,Oliveira do Hospital,Meruge,611,61110,61110001,1,14,114,6111000114,26,26,0,26,25,1,1,16,5,4,0,13,26,26,11,15,6,7,10,1,11,7,4,8,3,28,12,16,1,2,15,10,578.1289702,16746.78246
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61119,61119002,2,4,204,6111900204,12,12,0,12,10,2,1,5,4,2,0,12,12,12,6,6,1,5,5,0,6,4,2,4,1,12,8,4,1,0,9,2,1502.619728,98315.12345
Coimbra,Oliveira do Hospital,Meruge,611,61110,61110001,1,15,115,6111000115,18,18,0,18,15,3,1,3,10,4,0,4,19,19,16,3,4,13,11,3,16,9,7,13,5,39,18,21,5,2,23,9,1536.116347,89983.88675
Coimbra,Oliveira do Hospital,Meruge,611,61110,61110001,1,16,116,6111000116,4,4,0,4,4,0,0,1,3,0,0,0,4,4,1,3,0,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,564.766815,18126.35915
Coimbra,Oliveira do Hospital,Meruge,611,61110,61110001,1,17,117,6111000117,38,38,0,38,34,4,3,16,13,5,1,25,39,39,20,19,4,10,16,2,20,14,6,13,4,42,18,24,5,2,18,17,1670.679385,127702.8984
Coimbra,Oliveira do Hospital,Meruge,611,61110,61110001,1,18,118,6111000118,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,1740.364955,123249.2177
Coimbra,Oliveira do Hospital,Lagos da Beira e Lajeosa,611,61123,61123001,1,49,149,6112300149,16,16,0,16,10,6,8,3,4,1,0,12,16,16,11,5,5,5,10,0,11,9,2,4,2,20,10,10,2,1,11,6,3737.61887,557359.9167
Coimbra,Oliveira do Hospital,Lagos da Beira e Lajeosa,611,61123,61123001,1,50,150,6112300150,13,13,0,13,11,2,4,4,2,3,0,10,13,13,11,2,7,5,10,1,11,7,4,7,3,22,12,10,1,2,13,6,3238.921301,425232.1966
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61106,61106001,1,3,103,6110600103,18,18,0,18,17,1,0,7,7,4,0,0,20,20,19,1,6,17,19,0,19,8,11,13,6,47,21,26,4,4,28,11,2823.830851,274733.6123
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61119,61119002,2,5,205,6111900205,24,24,0,24,19,5,3,11,7,1,2,18,24,24,12,12,6,10,12,0,12,6,6,12,5,33,16,17,3,3,18,9,2857.730278,344779.9631
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61119,61119002,2,6,206,6111900206,17,17,0,17,17,0,3,9,5,0,0,13,17,17,6,11,2,3,6,0,6,6,0,4,1,11,5,6,0,1,9,1,536.3004313,13521.0179
Coimbra,Oliveira do Hospital,Lagares,611,61106,61106001,1,33,133,6110600133,33,29,4,33,18,15,4,12,8,7,2,5,47,47,24,23,11,21,18,5,24,14,10,20,6,59,25,34,6,4,31,18,4564.296523,380740.3324
Coimbra,Oliveira do Hospital,Meruge,611,61106,61106001,1,34,134,6110600134,5,5,0,5,4,1,1,1,0,1,2,1,5,5,4,1,1,4,4,0,4,3,1,4,1,9,5,4,0,1,8,0,7002.062609,2158208.855
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,21,221,6112200221,15,15,0,15,12,3,1,8,4,2,0,1,15,15,7,8,5,4,7,0,7,5,2,7,2,18,9,9,2,1,7,8,1003.198693,43670.36051
Coimbra,Arganil,Pomares,611,61101,61101001,1,4,104,6110100104,27,27,0,27,17,10,1,6,18,2,0,3,27,27,5,22,1,3,5,0,5,4,1,4,0,10,6,4,0,0,5,5,7128.147022,911595.5915
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,5,105,6110100105,8,8,0,8,5,3,0,3,4,1,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.581695,34330.53727
Coimbra,Arganil,Piódão,611,61101,61101001,1,6,106,6110100106,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11123.72559,3698823.813
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,7,107,6110100107,28,28,0,28,12,16,0,19,9,0,0,1,28,28,3,25,1,0,3,0,3,3,0,0,0,4,2,2,0,0,1,3,1269.789517,31134.13838
Coimbra,Oliveira do Hospital,Aldeia das Dez,611,61101,61101001,1,8,108,6110100108,8,8,0,8,5,3,0,3,5,0,0,0,8,8,3,5,1,3,3,0,3,3,0,3,0,6,3,3,0,0,2,4,1595.927143,72078.41338
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61119,61119002,2,21,221,6111900221,7,7,0,7,7,0,3,1,3,0,0,7,7,7,4,3,1,0,3,0,4,3,1,2,1,8,5,3,0,2,3,3,4832.400687,715685.5773
Coimbra,Oliveira do Hospital,Lagares,611,61106,61106001,1,32,132,6110600132,3,3,0,3,2,1,1,1,1,0,0,0,4,4,2,2,2,2,0,0,2,1,1,1,1,4,2,2,1,0,3,0,1298.492069,60119.70776
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61119,61119002,2,22,222,6111900222,6,6,0,6,6,0,0,0,4,2,0,4,6,6,3,3,1,3,3,0,3,2,1,2,1,6,2,4,1,0,2,3,6550.529411,630580.4572
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61119,61119002,2,23,223,6111900223,30,30,0,30,30,0,17,2,3,8,0,27,30,30,10,20,3,6,9,0,10,6,4,9,3,25,12,13,3,3,12,7,5162.826956,932423.1632
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61119,61119002,2,24,224,6111900224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193.392526,269562.1242
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61122,61122002,2,1,201,6112200201,39,39,0,39,36,3,9,11,4,6,9,4,39,39,16,23,4,7,15,1,16,11,5,12,4,39,19,20,9,0,20,10,7688.820077,1805488.218
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61106,61106001,1,35,135,6110600135,23,23,0,22,21,2,3,3,7,9,1,5,24,24,15,9,4,9,13,1,15,11,4,12,3,31,15,16,2,2,17,10,15045.41185,3140376.11
Coimbra,Oliveira do Hospital,Lagares,611,61122,61122002,2,2,202,6112200202,2,2,0,2,2,0,1,0,0,0,1,0,2,2,1,1,0,1,1,0,1,0,1,1,1,3,1,2,1,0,2,0,7993.947834,941343.7426
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,3,203,6112200203,13,13,0,13,12,1,5,4,2,2,0,3,13,13,7,6,3,4,7,0,7,4,3,5,2,16,9,7,0,3,10,3,1948.747858,152330.4361
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,4,204,6112200204,37,37,0,37,29,8,20,7,8,2,0,7,37,37,18,19,6,5,17,1,18,14,4,11,3,33,17,16,1,2,19,11,896.6155767,48713.44353
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,5,205,6112200205,25,25,0,25,17,8,4,11,6,4,0,7,27,27,20,7,6,6,13,5,20,15,5,12,3,42,18,24,7,1,25,9,556.3460108,18215.17721
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,7,207,6112200207,14,14,0,14,8,6,1,7,5,1,0,1,14,14,7,7,3,4,7,0,7,7,0,2,0,9,4,5,0,0,2,7,497.3728504,12217.3708
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,8,208,6112200208,11,11,0,11,10,1,4,2,5,0,0,5,12,12,8,4,1,3,8,0,8,6,2,5,1,19,11,8,1,1,11,6,600.4389304,18750.89083
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,9,209,6112200209,4,4,0,4,4,0,0,4,0,0,0,0,5,5,2,3,0,2,2,0,2,1,1,1,1,5,1,4,2,0,3,0,366.3023295,8011.147049
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,10,210,6112200210,17,17,0,17,17,0,7,9,0,1,0,7,17,17,4,13,0,2,4,0,4,1,3,3,1,11,4,7,2,1,6,2,292.0517777,5056.260421
Coimbra,Oliveira do Hospital,Travanca de Lagos,611,61122,61122002,2,11,211,6112200211,14,14,0,14,13,1,2,3,6,1,2,1,15,15,7,7,3,5,6,1,8,5,3,7,3,24,11,13,6,1,12,5,7417.497601,2079186.578
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,12,212,6112200212,56,56,0,56,39,17,4,25,20,7,0,14,56,56,26,30,9,13,24,0,26,17,9,21,8,58,28,30,5,5,28,20,1228.124382,67397.26822
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,13,213,6112200213,8,8,0,8,8,0,2,6,0,0,0,1,8,8,5,3,2,5,5,0,5,3,2,4,2,12,5,7,1,2,6,3,710.0251572,29926.94331
Coimbra,Oliveira do Hospital,Ervedal e Vila Franca da Beira,611,61122,61122002,2,14,214,6112200214,15,15,0,15,15,0,7,6,2,0,0,3,15,15,6,9,2,4,5,0,6,3,3,4,2,17,6,11,3,0,8,6,922.5310827,41513.14682
Coimbra,Oliveira do Hospital,Lourosa,611,61109,61109001,1,12,112,6110900112,11,11,0,11,11,0,0,0,8,3,0,3,11,11,8,3,5,5,7,0,8,6,2,6,1,17,10,7,2,0,10,5,1702.514575,165943.5882
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,8,108,6112500108,12,12,0,12,4,8,0,10,1,1,0,2,12,12,4,8,1,3,4,0,4,3,1,3,0,8,4,4,0,0,3,5,889.9258369,18484.87617
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,34,134,6112600134,39,37,2,39,8,31,7,12,16,3,1,20,50,50,31,19,7,16,27,3,31,15,16,27,11,85,40,45,12,6,53,14,1634.622066,113543.0679
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,35,135,6112600135,8,8,0,8,3,5,2,2,4,0,0,6,8,8,4,4,2,3,4,0,4,2,2,3,1,9,4,5,0,1,6,2,2479.032765,240683.6415
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111002,2,3,203,6111100203,52,52,0,52,52,0,0,8,44,0,0,11,52,52,29,23,6,18,23,4,29,20,9,19,9,65,25,40,6,8,25,26,919.224885,39872.58701
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,32,132,6112600132,19,19,0,19,10,9,3,9,5,2,0,16,19,19,7,12,2,5,5,0,7,5,2,6,2,15,7,8,1,1,11,2,3893.317755,408322.5747
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,7,107,6112500107,15,15,0,15,4,11,3,9,2,1,0,2,15,15,9,6,1,2,8,0,9,4,5,8,3,25,12,13,4,1,14,6,299.8537437,3334.414936
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61126,61126001,1,33,133,6112600133,15,15,0,15,4,11,0,8,5,2,0,7,16,16,10,6,5,9,9,0,10,7,3,7,2,21,6,15,1,1,8,11,970.4935172,48639.92392
Coimbra,Oliveira do Hospital,Alvoco das Várzeas,611,61102,61102001,1,20,120,6110200120,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7573.095191,1596884.687
Coimbra,Oliveira do Hospital,Penalva de Alva e São Sebastião da Feira,611,61125,61125001,1,9,109,6112500109,22,22,0,22,12,10,8,10,3,1,0,7,22,22,7,15,0,4,6,1,7,5,2,5,1,16,6,10,2,0,9,5,653.3191511,17580.90405
Coimbra,Oliveira do Hospital,Lourosa,611,61109,61109001,1,13,113,6110900113,17,17,0,17,14,3,1,5,6,5,0,5,17,17,8,9,3,7,7,1,8,4,4,7,2,21,10,11,0,3,8,10,3472.729952,416398.5077
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61109,61109001,1,14,114,6110900114,58,58,0,58,57,1,4,18,20,14,2,17,60,60,24,36,6,10,21,1,24,14,10,18,8,55,27,28,8,3,34,10,5337.372567,1017796.375
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111002,2,4,204,6111100204,12,12,0,12,12,0,0,3,9,0,0,2,12,12,5,7,1,3,5,0,5,3,2,5,2,12,5,7,0,2,5,5,509.5817322,12965.65359
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111002,2,5,205,6111100205,61,60,1,61,60,1,0,9,35,15,2,8,65,65,34,31,8,24,30,2,34,25,9,26,8,74,38,36,9,5,44,16,3663.930628,471932.0573
Coimbra,Oliveira do Hospital,Nogueira do Cravo,611,61111,61111002,2,6,206,6111100206,18,18,0,18,18,0,0,8,9,1,0,2,18,18,12,6,2,4,12,0,12,7,5,9,5,29,13,16,5,4,16,4,292.8538559,4877.964291
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61111,61111002,2,7,207,6111100207,39,39,0,39,20,19,2,11,25,1,0,4,41,41,29,12,3,20,23,3,29,19,10,24,7,67,31,36,3,7,28,29,1915.533306,216438.3634
Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,611,61111,61111002,2,8,208,6111100208,6,5,1,6,6,0,0,1,2,3,0,1,9,9,7,2,2,6,4,2,7,3,4,8,5,22,11,11,6,0,16,0,3082.113197,279800.4651
Coimbra,Oliveira do Hospital,Alvoco das Várzeas,611,61125,61125001,1,10,110,6112500110,13,13,0,13,13,0,0,9,4,0,0,3,13,13,5,8,2,3,5,0,5,2,3,3,1,12,4,8,0,1,5,6,5429.776014,430851.6433
